,CaseId,geometry,LATITUDE,LONGITUDE,Priority_Value,DN,days_elapsed,satisfaction_level,no_of_priority_areas,no_of_retail_licenses_vicinity,avg_compliance_percent,days_elapsed_last_inspection,Priority_Value_score,DN_score,days_elapsed_score,satisfaction_level_score,no_of_priority_areas_score,no_of_retail_licenses_vicinity_score,avg_compliance_percent_score,days_elapsed_last_inspection_score,Final_score_Visibility,Final_score_Impact,Total_score,Total_score_classes,OBJECTID,REGION,AMANACODE,AMANAARNAM,AMANAENAME,SHAPE_AREA,SHAPE_LEN,index_right
78,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,149,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.39,0.49,0.5,58.01,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
79,INC-22-06-037634,POINT (559008.5049782788 2705710.4234967474),24.463881663,39.582257643,3,4016,131,0,0,130,17.0,80,1.0,0.08,0.13,0.33,0.0,0.34,0.31,0.21,0.41,0.66,57.91,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
80,INC-22-06-004863,POINT (1622461.236233604 2954807.7199280486),26.272323562,50.198224001,1,5203,139,0,0,22,50.0,247,0.0,0.1,0.14,0.33,0.0,0.04,0.92,0.64,0.51,0.46,57.86,High (40%-70%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
81,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,146,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.38,0.48,0.5,57.67,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
82,INC-22-10-050223,POINT (883756.9695429157 1871875.392532725),16.898857933,42.601360828,2,486,8,0,0,12,50.0,259,0.5,0.01,0.0,0.33,0.0,0.02,0.92,0.67,0.39,0.71,57.6,High (40%-70%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
83,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,143,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.37,0.48,0.5,57.33,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
84,INC-22-06-090995,POINT (559013.2489351719 2705714.001877288),24.4639138,39.5823046,3,4016,119,0,0,129,17.0,80,1.0,0.08,0.12,0.33,0.0,0.34,0.31,0.21,0.41,0.66,57.26,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
85,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,142,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.37,0.48,0.5,57.21,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
86,INC-22-03-002154,POINT (517902.91436473804 2376328.4276559697),21.489455051,39.172830842,3,284,232,0,0,212,0.0,0,1.0,0.0,0.32,0.33,0.0,0.55,0.0,0.0,0.48,0.5,57.13,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
87,INC-22-02-001873,POINT (407573.0247859756 2665889.966408397),24.102641,38.090582,3,619,260,0,1,2,0.0,0,1.0,0.01,0.35,0.33,0.5,0.0,0.0,0.0,0.47,0.5,56.84,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
88,INC-22-08-012830,POINT (559031.8977875551 2705648.8293100474),24.4633245,39.5824859,3,4016,75,0,0,134,14.5,96,1.0,0.08,0.08,0.33,0.0,0.35,0.27,0.25,0.41,0.63,56.8,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
89,INC-22-02-105855,POINT (517867.1572715001 2376283.530270012),21.489049756,39.172485174,3,284,238,0,0,205,0.0,0,1.0,0.0,0.32,0.33,0.0,0.54,0.0,0.0,0.47,0.5,56.69,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
90,INC-22-09-129962,POINT (938024.5705584885 2005557.4756618005),18.094493342,43.136957135,3,388,29,0,0,5,2.333333333333329,314,1.0,0.0,0.02,0.33,0.0,0.01,0.04,0.82,0.46,0.52,56.67,High (40%-70%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
91,INC-22-08-097207,POINT (559024.9492142368 2705683.1109584463),24.463634371,39.582418763,3,4016,62,0,0,145,14.5,96,1.0,0.08,0.04,0.33,0.0,0.38,0.27,0.25,0.41,0.63,56.55,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
92,INC-22-02-105853,POINT (517866.5738892125 2376282.9488905077),21.489044509,39.172479536,3,284,238,0,0,202,0.0,0,1.0,0.0,0.32,0.33,0.0,0.53,0.0,0.0,0.47,0.5,56.34,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
93,INC-22-01-169801,POINT (561707.4233960117 2708433.3892048793),24.488368413,39.609005988,3,19280,261,0,0,7,0.0,0,1.0,0.48,0.36,0.33,0.0,0.01,0.0,0.0,0.47,0.5,56.32,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
94,INC-22-06-079800,POINT (1623390.6919504018 2955758.266168793),26.280020349,50.20817399,1,6084,121,0,0,10,50.0,227,0.0,0.15,0.12,0.33,0.0,0.02,0.92,0.59,0.49,0.46,56.14,High (40%-70%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
95,INC-22-08-064745,POINT (559047.4302318398 2705683.552077382),24.4636375,39.5826406,3,4016,67,0,0,139,14.5,96,1.0,0.08,0.04,0.33,0.0,0.36,0.27,0.25,0.4,0.63,56.01,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
96,INC-22-08-012830,POINT (559031.8977875551 2705648.8293100474),24.4633245,39.5824859,3,4016,75,0,0,134,17.0,80,1.0,0.08,0.08,0.33,0.0,0.35,0.31,0.21,0.39,0.66,55.84,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
97,INC-22-08-097207,POINT (559024.9492142368 2705683.1109584463),24.463634371,39.582418763,3,4016,62,0,0,145,17.0,80,1.0,0.08,0.04,0.33,0.0,0.38,0.31,0.21,0.39,0.66,55.58,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
98,INC-22-03-057098,POINT (517878.15320689575 2376295.667135292),21.489159304,39.172591455,3,284,219,0,0,205,0.0,0,1.0,0.0,0.3,0.33,0.0,0.54,0.0,0.0,0.46,0.5,55.54,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
99,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,127,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.33,0.46,0.5,55.5,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
100,INC-22-10-042000,POINT (879519.5004806083 1869923.0504373347),16.881939316,42.561319669,2,9322,8,0,0,15,50.0,150,0.5,0.23,0.0,0.33,0.0,0.03,0.92,0.39,0.36,0.71,55.42,High (40%-70%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
101,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,4.0,113,1.0,0.26,0.08,0.33,0.0,0.16,0.07,0.29,0.44,0.54,55.28,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
102,INC-22-07-078887,POINT (558976.611780588 2705675.381372682),24.4635664,39.5819415,3,4016,90,0,0,113,14.5,96,1.0,0.08,0.09,0.33,0.0,0.3,0.27,0.25,0.39,0.63,55.07,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
103,INC-22-08-064745,POINT (559047.4302318398 2705683.552077382),24.4636375,39.5826406,3,4016,67,0,0,139,17.0,80,1.0,0.08,0.04,0.33,0.0,0.36,0.31,0.21,0.38,0.66,55.04,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
104,INC-22-10-047832,POINT (908136.9233861584 1880076.1581069434),16.968672065,42.831292131,2,8897,8,-1,0,45,45.5,18,0.5,0.22,0.0,1.0,0.0,0.12,0.83,0.05,0.21,1.0,54.76,High (40%-70%),4236,منطقة جازان,009,أمانة منطقة جازان,Jazan Municipality,1.08661786204,15.6986550278,8
105,INC-22-10-052254,POINT (553600.3309863012 2704586.8111051624),24.453930057,39.528852792,2,1584,7,0,1,14,50.0,31,0.5,0.03,0.0,0.33,0.5,0.03,0.92,0.08,0.35,0.71,54.74,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
106,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,120,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.31,0.45,0.5,54.7,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
107,INC-22-07-019481,POINT (1622899.9875275074 2957653.6992384563),26.29718882,50.204987191,1,13799,105,0,0,18,50.0,139,0.0,0.35,0.11,0.33,0.0,0.04,0.92,0.36,0.47,0.46,54.56,High (40%-70%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
108,INC-22-08-168211,POINT (514739.3602198481 2389817.5969746187),21.611358904,39.142409547,3,16429,52,-1,0,30,0.0,0,1.0,0.41,0.03,1.0,0.0,0.08,0.0,0.0,0.29,0.83,54.42,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
109,INC-22-10-021774,POINT (517296.8313294914 2390809.1485224515),21.620294534,39.16712968,3,18881,13,-1,0,22,0.0,0,1.0,0.47,0.01,1.0,0.0,0.04,0.0,0.0,0.29,0.83,54.4,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
110,INC-21-12-037050,POINT (870035.304690524 2017337.6931739605),18.213477522,42.497903294,2,12049,315,-1,0,4,0.0,0,0.5,0.3,0.43,1.0,0.0,0.01,0.0,0.0,0.4,0.58,54.37,High (40%-70%),4240,منطقة عسير,007,أمانة منطقة عسير,Asir Municipality,6.91436708641,14.4887078551,12
111,INC-22-02-028935,POINT (582521.8195447894 2365138.3445512773),21.3865511,39.7960713,2,3575,254,0,0,34,50.0,49,0.5,0.07,0.35,0.33,0.0,0.09,0.92,0.13,0.35,0.71,54.36,High (40%-70%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
112,INC-22-09-115928,POINT (585575.7758484993 2369174.384139789),21.4228714,39.8257347,2,39881,31,0,0,0,0.0,0,0.5,1.0,0.02,0.33,0.0,0.0,0.0,0.0,0.56,0.25,54.21,High (40%-70%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
113,INC-22-05-113384,POINT (403661.342736018 2665291.3768857135),24.097001337,38.052137548,2,14383,148,0,1,6,0.0,0,0.5,0.36,0.15,0.33,0.5,0.01,0.0,0.0,0.56,0.25,54.18,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
114,INC-22-07-078887,POINT (558976.611780588 2705675.381372682),24.4635664,39.5819415,3,4016,90,0,0,113,17.0,80,1.0,0.08,0.09,0.33,0.0,0.3,0.31,0.21,0.37,0.66,54.11,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
115,INC-20-10-111544,POINT (694360.8965674939 3431571.4527462577),31.001719841,41.035750107,2,1199,731,0,0,0,0.0,0,0.5,0.02,1.0,0.33,0.0,0.0,0.0,0.0,0.56,0.25,54.01,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
116,INC-21-09-222945,POINT (522919.92570559797 2387430.7327914657),21.5897073,39.2214158,1,12238,386,0,0,150,0.0,0,0.0,0.31,0.53,0.33,0.0,0.39,0.0,0.0,0.67,0.0,53.85,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
117,INC-22-08-179657,POINT (558984.8497582015 2705695.5572682307),24.463748301,39.582023621,3,4016,50,0,0,123,14.5,96,1.0,0.08,0.03,0.33,0.0,0.32,0.27,0.25,0.37,0.63,53.66,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
118,INC-21-12-039265,POINT (583491.7263426692 2363497.656945834),21.3716839,39.805346,3,4268,314,0,0,54,10.0,21,1.0,0.08,0.43,0.33,0.0,0.14,0.18,0.05,0.39,0.59,53.23,High (40%-70%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
119,INC-22-05-062440,POINT (559321.4861564903 2705286.0937147653),24.4600375,39.5853281,2,11675,158,0,1,22,0.0,0,0.5,0.29,0.16,0.33,0.5,0.04,0.0,0.0,0.55,0.25,53.2,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
120,INC-21-10-099085,POINT (582521.8195447894 2365138.3445512773),21.3865511,39.7960713,3,3575,363,0,0,34,0.0,49,1.0,0.07,0.5,0.33,0.0,0.09,0.0,0.13,0.43,0.5,53.06,High (40%-70%),4233,منطقة مكة المكرمة,002,أمانة العاصمة المقدسة,Holly Makkah Municipality,1.12215740854,7.62543338561,5
121,INC-22-02-111474,POINT (1363339.7349663028 1951792.1421101154),17.486227882,47.109647408,3,5640,236,0,0,55,0.0,79,1.0,0.11,0.32,0.33,0.0,0.14,0.0,0.21,0.43,0.5,52.95,High (40%-70%),4228,منطقة نجران,015,أمانة منطقة نجران,Najran Municipality,12.3017864708,19.4977381596,0
122,INC-21-04-005862,POINT (685610.6164775097 3419218.0599471102),30.891727977,40.941889726,3,8,564,0,0,0,0.0,0,1.0,0.0,0.77,0.33,0.0,0.0,0.0,0.0,0.42,0.5,52.71,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
123,INC-22-02-111474,POINT (1363339.7349663028 1951792.1421101154),17.486227882,47.109647408,3,5640,236,0,0,55,10.5,45,1.0,0.11,0.32,0.33,0.0,0.14,0.19,0.12,0.38,0.6,52.7,High (40%-70%),4228,منطقة نجران,015,أمانة منطقة نجران,Najran Municipality,12.3017864708,19.4977381596,0
124,INC-22-08-179657,POINT (558984.8497582015 2705695.5572682307),24.463748301,39.582023621,3,4016,50,0,0,123,17.0,80,1.0,0.08,0.03,0.33,0.0,0.32,0.31,0.21,0.35,0.66,52.69,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
125,INC-22-09-049054,POINT (520085.4521777293 2383325.8264673445),21.5526537,39.1939844,3,17418,41,-1,0,11,0.0,0,1.0,0.44,0.03,1.0,0.0,0.02,0.0,0.0,0.27,0.83,52.68,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
126,INC-22-07-005412,POINT (1623868.474199849 2957066.858130247),26.291238344,50.213996678,1,9955,109,0,0,36,50.0,135,0.0,0.25,0.11,0.33,0.0,0.09,0.92,0.35,0.44,0.46,52.63,High (40%-70%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
127,INC-22-07-049304,POINT (1620459.1333334092 2956728.8949480793),26.290893076,50.180206837,1,746,97,0,0,75,50.0,190,0.0,0.01,0.1,0.33,0.0,0.2,0.92,0.49,0.44,0.46,52.28,High (40%-70%),4237,المنطقة الشرقية,006,أمانة المنطقة الشرقية,Eastern Region Municipality,5.99314268248,23.0092070926,9
128,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,1.75,93,1.0,0.26,0.08,0.33,0.0,0.16,0.03,0.24,0.41,0.52,52.22,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
129,INC-22-09-018483,POINT (518515.7871894561 2381652.6820662166),21.537553756,39.178806185,3,17457,45,-1,0,5,0.0,0,1.0,0.44,0.03,1.0,0.0,0.01,0.0,0.0,0.26,0.83,52.18,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
130,INC-21-04-037839,POINT (685481.4493658714 3419433.7207996827),30.893693116,40.940578245,3,5,552,0,0,2,0.0,0,1.0,0.0,0.75,0.33,0.0,0.0,0.0,0.0,0.42,0.5,52.1,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
131,INC-21-08-016783,POINT (511678.9269679419 2404901.8082180647),21.747665943,39.112946269,2,2324,439,-1,0,17,0.0,0,0.5,0.04,0.6,1.0,0.0,0.03,0.0,0.0,0.37,0.58,51.71,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
132,INC-22-09-017924,POINT (521827.87128849985 2385282.5438023387),21.570312183,39.210838079,3,13024,45,-1,0,40,0.0,0,1.0,0.33,0.03,1.0,0.0,0.1,0.0,0.0,0.25,0.83,51.6,High (40%-70%),4244,منطقة مكة المكرمة,005,أمانة محافظة جدة,Jeddah Municipality,3.27079065618,26.645802478,16
133,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,92,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.24,0.41,0.5,51.5,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
134,INC-22-09-023992,POINT (692247.016081388 3428797.3899969845),30.977051413,41.013095222,2,10475,43,0,0,56,0.0,199,0.5,0.26,0.03,0.33,0.0,0.15,0.0,0.52,0.52,0.25,51.31,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
135,INC-22-08-006622,POINT (692272.6041679367 3428774.132736797),30.976837512,41.013358621,3,10475,77,0,0,63,0.0,90,1.0,0.26,0.08,0.33,0.0,0.16,0.0,0.23,0.4,0.5,51.27,High (40%-70%),4235,منطقة الحدود الشمالية,013,أمانة منطقة الحدود الشمالي,Northern Borders Municipality,10.3906589611,23.3590157691,7
136,INC-22-10-069128,POINT (565672.4004893387 2706906.9719016044),24.474420288,39.648064824,3,8247,6,0,1,15,0.0,0,1.0,0.21,0.0,0.33,0.5,0.03,0.0,0.0,0.4,0.5,51.19,High (40%-70%),4238,منطقة المدينة المنورة,003,أمانة منطقة المدينة المنور,Madinah Municipality,13.0535223129,23.3638595725,10
